TEfam	replicate	trunc_start	trunc_end	average_hq_cov	average_hq_cov_outside_truncs	coverage_ratio
PPI251	R1	239	2717	953.394345838376	1053.53215669989	9.50496007404158
PPI251	R1	2138	2666	927.737555135476	1053.53215669989	11.9402716627517
PPI251	R1	268	1720	885.20406056435	1053.53215669989	15.9774996012286
PPI251	R1	137	1283	742.41746585295	1053.53215669989	29.5306307328561
PPI251	R2	314	2459	150.088579174786	338.196158826068	55.6208504272293
PPI251	R2	618	1545	52.1305838557994	338.196158826068	84.5856960538071
PPI251	R2	769	1781	45.7550031409854	338.196158826068	86.4708684747313
PPI251	R3	303	2733	757.165364047717	905.991932057193	16.4269197929326
PPI251	R3	1742	2217	724.218678380443	905.991932057193	20.0634516980748
PPI251	R3	652	1903	695.648634911414	905.991932057193	23.2169062110919
PPI251	R3	984	2690	682.353304574746	905.991932057193	24.6843950336998
PPI251	R3	802	2216	669.737680693864	905.991932057193	26.0768604006083
PPI251	R3	953	2339	661.668086779839	905.991932057193	26.9675519871992
PPI251	R3	1069	2347	659.287795863245	905.991932057193	27.2302795935244
PPI251	R3	803	1671	636.103567318757	905.991932057193	29.7892680043643
PPI251	R3	903	1394	596.966925351072	905.991932057193	34.1090241283311
PPI251	R3	1075	1720	595.984801576133	905.991932057193	34.217427276327
