TEfam	replicate	trunc_start	trunc_end	average_hq_cov	average_hq_cov_outside_truncs	coverage_ratio
PPI251	R1	137	1283	742.41746585295	1126.14266098485	34.0742970163584
PPI251	R2	314	2459	150.088579174786	338.196158826068	55.6208504272293
PPI251	R2	618	1545	52.1305838557994	338.196158826068	84.5856960538071
PPI251	R2	769	1781	45.7550031409854	338.196158826068	86.4708684747313
PPI251	R3	1742	2217	724.218678380443	891.19303961553	18.7360486238898
PPI251	R3	802	2216	669.737680693864	891.19303961553	24.8493142425354
PPI251	R3	953	2339	661.668086779839	891.19303961553	25.7547963945848
PPI251	R3	1069	2347	659.287795863245	891.19303961553	26.021886779135
PPI251	R3	903	1394	596.966925351072	891.19303961553	33.01485774523
PPI251	R3	1075	1720	595.984801576133	891.19303961553	33.125061004376
